/* Field profile:
/*    z Bz(axis)    rFT Bz(rmax)   rout Bz(rmax)
 3.2276 0.156551 0.0958 0.156549 0.1437 0.156546
 3.2326 0.156553 0.0958 0.156550 0.1437 0.156547
 3.2376 0.156554 0.0958 0.156552 0.1437 0.156549
 3.2426 0.156556 0.0958 0.156553 0.1437 0.156550
 3.2476 0.156557 0.0958 0.156555 0.1437 0.156551
 3.2526 0.156559 0.0958 0.156556 0.1437 0.156553
 3.2576 0.156560 0.0958 0.156558 0.1437 0.156554
 3.2626 0.156562 0.0958 0.156559 0.1437 0.156556
 3.2676 0.156563 0.0958 0.156561 0.1437 0.156557
 3.2726 0.156565 0.0958 0.156562 0.1437 0.156559
 3.2776 0.156567 0.0958 0.156564 0.1437 0.156560
 3.2826 0.156569 0.0958 0.156566 0.1437 0.156562
 3.2876 0.156570 0.0958 0.156567 0.1437 0.156564
 3.2926 0.156572 0.0958 0.156569 0.1437 0.156565
 3.2976 0.156574 0.0958 0.156571 0.1437 0.156567
 3.3026 0.156576 0.0958 0.156573 0.1437 0.156569
 3.3076 0.156578 0.0958 0.156574 0.1437 0.156570
 3.3126 0.156580 0.0958 0.156576 0.1437 0.156572
 3.3176 0.156582 0.0958 0.156578 0.1437 0.156574
 3.3226 0.156584 0.0958 0.156580 0.1437 0.156576
 3.3276 0.156586 0.0958 0.156582 0.1437 0.156578
 3.3326 0.156588 0.0958 0.156584 0.1437 0.156580
 3.3376 0.156590 0.0958 0.156586 0.1437 0.156582
 3.3426 0.156592 0.0958 0.156588 0.1437 0.156584
 3.3476 0.156594 0.0958 0.156590 0.1437 0.156586
 3.3526 0.156596 0.0958 0.156593 0.1437 0.156588
 3.3576 0.156599 0.0958 0.156595 0.1437 0.156590
 3.3626 0.156601 0.0958 0.156597 0.1437 0.156592
 3.3676 0.156603 0.0958 0.156599 0.1437 0.156594
 3.3726 0.156606 0.0958 0.156602 0.1437 0.156596
 3.3776 0.156608 0.0958 0.156604 0.1437 0.156599
 3.3826 0.156611 0.0958 0.156606 0.1437 0.156601
 3.3876 0.156613 0.0958 0.156609 0.1437 0.156603
 3.3926 0.156616 0.0958 0.156611 0.1437 0.156606
 3.3976 0.156619 0.0958 0.156614 0.1437 0.156608
 3.4026 0.156621 0.0958 0.156617 0.1437 0.156611
 3.4076 0.156624 0.0958 0.156619 0.1437 0.156613
 3.4126 0.156627 0.0958 0.156622 0.1437 0.156616
 3.4176 0.156630 0.0958 0.156625 0.1437 0.156619
 3.4226 0.156633 0.0958 0.156628 0.1437 0.156621
 3.4276 0.156636 0.0958 0.156630 0.1437 0.156624
 3.4326 0.156639 0.0958 0.156633 0.1437 0.156627
 3.4376 0.156642 0.0958 0.156636 0.1437 0.156630
 3.4426 0.156645 0.0958 0.156639 0.1437 0.156633
 3.4476 0.156648 0.0958 0.156643 0.1437 0.156635
 3.4526 0.156652 0.0958 0.156646 0.1437 0.156638
 3.4576 0.156655 0.0958 0.156649 0.1437 0.156642
 3.4626 0.156659 0.0958 0.156652 0.1437 0.156645
 3.4676 0.156662 0.0958 0.156656 0.1437 0.156648
 3.4726 0.156666 0.0958 0.156659 0.1437 0.156651
 3.4776 0.156669 0.0958 0.156663 0.1437 0.156654
 3.4826 0.156673 0.0958 0.156666 0.1437 0.156658
 3.4876 0.156677 0.0958 0.156670 0.1437 0.156661
 3.4926 0.156681 0.0958 0.156673 0.1437 0.156665
 3.4976 0.156685 0.0958 0.156677 0.1437 0.156668
 3.5026 0.156689 0.0958 0.156681 0.1437 0.156672
 3.5076 0.156693 0.0958 0.156685 0.1437 0.156676
 3.5126 0.156697 0.0958 0.156689 0.1437 0.156680
 3.5176 0.156701 0.0958 0.156693 0.1437 0.156684
 3.5226 0.156706 0.0958 0.156697 0.1437 0.156687
 3.5276 0.156710 0.0958 0.156702 0.1437 0.156692
 3.5326 0.156715 0.0958 0.156706 0.1437 0.156696
 3.5376 0.156719 0.0958 0.156710 0.1437 0.156700
 3.5426 0.156724 0.0958 0.156715 0.1437 0.156704
 3.5476 0.156729 0.0958 0.156720 0.1437 0.156709
 3.5526 0.156734 0.0958 0.156724 0.1437 0.156713
 3.5576 0.156739 0.0958 0.156729 0.1437 0.156718
 3.5626 0.156744 0.0958 0.156734 0.1437 0.156722
 3.5676 0.156749 0.0958 0.156739 0.1436 0.156727
 3.5726 0.156755 0.0958 0.156744 0.1436 0.156732
 3.5776 0.156760 0.0958 0.156750 0.1436 0.156737
 3.5826 0.156766 0.0958 0.156755 0.1436 0.156742
 3.5876 0.156772 0.0958 0.156760 0.1436 0.156747
 3.5926 0.156777 0.0958 0.156766 0.1436 0.156752
 3.5976 0.156783 0.0958 0.156772 0.1436 0.156758
 3.6026 0.156790 0.0958 0.156778 0.1436 0.156763
 3.6076 0.156796 0.0958 0.156783 0.1436 0.156769
 3.6126 0.156802 0.0958 0.156790 0.1436 0.156774
 3.6176 0.156809 0.0958 0.156796 0.1436 0.156780
 3.6226 0.156815 0.0958 0.156802 0.1436 0.156786
 3.6276 0.156822 0.0957 0.156809 0.1436 0.156792
 3.6326 0.156829 0.0957 0.156815 0.1436 0.156798
 3.6376 0.156836 0.0957 0.156822 0.1436 0.156805
 3.6426 0.156844 0.0957 0.156829 0.1436 0.156811
 3.6476 0.156851 0.0957 0.156836 0.1436 0.156818
 3.6526 0.156859 0.0957 0.156843 0.1436 0.156825
 3.6576 0.156866 0.0957 0.156851 0.1436 0.156832
 3.6626 0.156874 0.0957 0.156858 0.1436 0.156839
 3.6676 0.156882 0.0957 0.156866 0.1436 0.156846
 3.6726 0.156891 0.0957 0.156874 0.1436 0.156853
 3.6776 0.156899 0.0957 0.156882 0.1436 0.156861
 3.6826 0.156908 0.0957 0.156890 0.1436 0.156869
 3.6876 0.156917 0.0957 0.156898 0.1436 0.156876
 3.6926 0.156926 0.0957 0.156907 0.1436 0.156884
 3.6976 0.156935 0.0957 0.156916 0.1436 0.156893
 3.7026 0.156945 0.0957 0.156925 0.1436 0.156901
 3.7076 0.156955 0.0957 0.156934 0.1436 0.156910
 3.7126 0.156964 0.0957 0.156944 0.1436 0.156918
 3.7176 0.156975 0.0957 0.156953 0.1436 0.156927
 3.7226 0.156985 0.0957 0.156963 0.1435 0.156937
 3.7276 0.156996 0.0957 0.156973 0.1435 0.156946
 3.7326 0.157007 0.0957 0.156983 0.1435 0.156956
 3.7376 0.157018 0.0957 0.156994 0.1435 0.156965
 3.7426 0.157029 0.0957 0.157005 0.1435 0.156975
 3.7476 0.157041 0.0957 0.157016 0.1435 0.156986
 3.7526 0.157053 0.0957 0.157027 0.1435 0.156996
 3.7576 0.157066 0.0957 0.157039 0.1435 0.157007
 3.7626 0.157078 0.0957 0.157051 0.1435 0.157018
 3.7676 0.157091 0.0957 0.157063 0.1435 0.157029
 3.7726 0.157104 0.0957 0.157075 0.1435 0.157041
 3.7776 0.157118 0.0957 0.157088 0.1435 0.157053
 3.7826 0.157132 0.0957 0.157101 0.1435 0.157065
 3.7876 0.157146 0.0957 0.157114 0.1435 0.157077
 3.7926 0.157160 0.0956 0.157128 0.1435 0.157090
 3.7976 0.157175 0.0956 0.157142 0.1435 0.157103
 3.8026 0.157191 0.0956 0.157157 0.1435 0.157116
 3.8076 0.157206 0.0956 0.157171 0.1435 0.157129
 3.8126 0.157222 0.0956 0.157186 0.1434 0.157143
 3.8176 0.157239 0.0956 0.157202 0.1434 0.157157
 3.8226 0.157256 0.0956 0.157218 0.1434 0.157172
 3.8276 0.157273 0.0956 0.157234 0.1434 0.157187
 3.8326 0.157291 0.0956 0.157250 0.1434 0.157202
 3.8376 0.157309 0.0956 0.157267 0.1434 0.157218
 3.8426 0.157328 0.0956 0.157285 0.1434 0.157234
 3.8476 0.157347 0.0956 0.157303 0.1434 0.157250
 3.8526 0.157367 0.0956 0.157321 0.1434 0.157267
 3.8576 0.157387 0.0956 0.157340 0.1434 0.157284
 3.8626 0.157407 0.0956 0.157359 0.1434 0.157302
 3.8676 0.157429 0.0956 0.157379 0.1434 0.157320
 3.8726 0.157450 0.0956 0.157399 0.1433 0.157339
 3.8776 0.157473 0.0956 0.157420 0.1433 0.157358
 3.8826 0.157496 0.0955 0.157441 0.1433 0.157377
 3.8876 0.157519 0.0955 0.157463 0.1433 0.157397
 3.8926 0.157543 0.0955 0.157486 0.1433 0.157418
 3.8976 0.157568 0.0955 0.157509 0.1433 0.157439
 3.9026 0.157594 0.0955 0.157533 0.1433 0.157460
 3.9076 0.157620 0.0955 0.157557 0.1433 0.157482
 3.9126 0.157647 0.0955 0.157582 0.1433 0.157505
 3.9176 0.157674 0.0955 0.157607 0.1433 0.157528
 3.9226 0.157703 0.0955 0.157634 0.1432 0.157552
 3.9276 0.157732 0.0955 0.157661 0.1432 0.157577
 3.9326 0.157762 0.0955 0.157688 0.1432 0.157602
 3.9376 0.157792 0.0955 0.157717 0.1432 0.157627
 3.9426 0.157824 0.0955 0.157746 0.1432 0.157654
 3.9476 0.157857 0.0954 0.157776 0.1432 0.157681
 3.9526 0.157890 0.0954 0.157807 0.1432 0.157709
 3.9576 0.157924 0.0954 0.157839 0.1432 0.157737
 3.9626 0.157960 0.0954 0.157871 0.1431 0.157767
 3.9676 0.157996 0.0954 0.157905 0.1431 0.157797
 3.9726 0.158033 0.0954 0.157939 0.1431 0.157828
 3.9776 0.158072 0.0954 0.157974 0.1431 0.157860
 3.9826 0.158111 0.0954 0.158011 0.1431 0.157892
 3.9876 0.158152 0.0954 0.158048 0.1431 0.157926
 3.9926 0.158194 0.0953 0.158086 0.1430 0.157960
 3.9976 0.158237 0.0953 0.158126 0.1430 0.157996
 4.0026 0.158281 0.0953 0.158166 0.1430 0.158032
 4.0076 0.158326 0.0953 0.158208 0.1430 0.158069
 4.0126 0.158373 0.0953 0.158251 0.1430 0.158108
 4.0176 0.158422 0.0953 0.158295 0.1429 0.158147
 4.0226 0.158471 0.0953 0.158341 0.1429 0.158188
 4.0276 0.158522 0.0953 0.158387 0.1429 0.158229
 4.0326 0.158575 0.0952 0.158436 0.1429 0.158272
 4.0376 0.158630 0.0952 0.158485 0.1429 0.158316
 4.0426 0.158686 0.0952 0.158536 0.1428 0.158362
 4.0476 0.158743 0.0952 0.158589 0.1428 0.158408
 4.0526 0.158803 0.0952 0.158643 0.1428 0.158456
 4.0576 0.158864 0.0952 0.158699 0.1428 0.158506
 4.0626 0.158927 0.0951 0.158756 0.1427 0.158556
 4.0676 0.158992 0.0951 0.158815 0.1427 0.158609
 4.0726 0.159059 0.0951 0.158876 0.1427 0.158662
 4.0776 0.159128 0.0951 0.158939 0.1427 0.158718
 4.0826 0.159200 0.0951 0.159003 0.1426 0.158775
 4.0876 0.159273 0.0950 0.159070 0.1426 0.158833
 4.0926 0.159349 0.0950 0.159138 0.1426 0.158894
 4.0976 0.159427 0.0950 0.159209 0.1425 0.158956
 4.1026 0.159508 0.0950 0.159282 0.1425 0.159020
 4.1076 0.159592 0.0949 0.159357 0.1425 0.159086
 4.1126 0.159678 0.0949 0.159435 0.1424 0.159153
 4.1176 0.159767 0.0949 0.159515 0.1424 0.159223
 4.1226 0.159858 0.0949 0.159598 0.1424 0.159296
 4.1276 0.159953 0.0948 0.159683 0.1423 0.159370
 4.1326 0.160051 0.0948 0.159771 0.1423 0.159446
 4.1376 0.160152 0.0948 0.159861 0.1422 0.159525
 4.1426 0.160257 0.0948 0.159955 0.1422 0.159607
 4.1476 0.160364 0.0947 0.160052 0.1422 0.159690
 4.1526 0.160476 0.0947 0.160152 0.1421 0.159777
 4.1576 0.160591 0.0947 0.160255 0.1421 0.159866
 4.1626 0.160710 0.0946 0.160361 0.1420 0.159958
 4.1676 0.160834 0.0946 0.160471 0.1420 0.160053
 4.1726 0.160961 0.0946 0.160585 0.1419 0.160151
 4.1776 0.161093 0.0945 0.160702 0.1419 0.160252
 4.1826 0.161229 0.0945 0.160823 0.1418 0.160356
 4.1876 0.161370 0.0944 0.160949 0.1418 0.160464
 4.1926 0.161516 0.0944 0.161078 0.1417 0.160575
 4.1976 0.161668 0.0944 0.161212 0.1417 0.160690
 4.2026 0.161824 0.0943 0.161351 0.1416 0.160808
 4.2076 0.161986 0.0943 0.161494 0.1415 0.160931
 4.2126 0.162154 0.0942 0.161643 0.1415 0.161057
 4.2176 0.162327 0.0942 0.161796 0.1414 0.161188
 4.2226 0.162507 0.0941 0.161955 0.1413 0.161323
 4.2276 0.162694 0.0941 0.162119 0.1413 0.161462
 4.2326 0.162887 0.0940 0.162289 0.1412 0.161607
 4.2376 0.163087 0.0940 0.162465 0.1411 0.161756
 4.2426 0.163295 0.0939 0.162648 0.1410 0.161910
 4.2476 0.163510 0.0939 0.162837 0.1410 0.162069
 4.2526 0.163733 0.0938 0.163032 0.1409 0.162234
 4.2576 0.163965 0.0937 0.163235 0.1408 0.162405
 4.2626 0.164205 0.0937 0.163445 0.1407 0.162581
 4.2676 0.164454 0.0936 0.163663 0.1406 0.162764
 4.2726 0.164713 0.0935 0.163889 0.1405 0.162953
 4.2776 0.164982 0.0935 0.164123 0.1404 0.163149
 4.2826 0.165260 0.0934 0.164365 0.1403 0.163351
 4.2876 0.165550 0.0933 0.164617 0.1402 0.163561
 4.2926 0.165851 0.0932 0.164879 0.1401 0.163779
 4.2976 0.166163 0.0932 0.165150 0.1400 0.164004
 4.3026 0.166488 0.0931 0.165431 0.1399 0.164237
 4.3076 0.166826 0.0930 0.165723 0.1397 0.164479
 4.3126 0.167177 0.0929 0.166027 0.1396 0.164730
 4.3176 0.167542 0.0928 0.166342 0.1395 0.164990
 4.3226 0.167921 0.0927 0.166669 0.1394 0.165260
 4.3276 0.168316 0.0926 0.167009 0.1392 0.165539
 4.3326 0.168727 0.0925 0.167363 0.1391 0.165830
 4.3376 0.169155 0.0924 0.167730 0.1389 0.166131
 4.3426 0.169600 0.0923 0.168112 0.1388 0.166444
 4.3476 0.170064 0.0922 0.168510 0.1386 0.166768
 4.3526 0.170547 0.0920 0.168923 0.1384 0.167105
 4.3576 0.171050 0.0919 0.169353 0.1383 0.167456
 4.3626 0.171575 0.0918 0.169801 0.1381 0.167820
 4.3676 0.172121 0.0916 0.170267 0.1379 0.168198
 4.3726 0.172691 0.0915 0.170753 0.1377 0.168591
 4.3776 0.173286 0.0914 0.171258 0.1375 0.168999
 4.3826 0.173906 0.0912 0.171785 0.1373 0.169424
 4.3876 0.174553 0.0910 0.172334 0.1371 0.169866
 4.3926 0.175229 0.0909 0.172906 0.1369 0.170327
 4.3976 0.175934 0.0907 0.173503 0.1366 0.170805
 4.4026 0.176671 0.0905 0.174125 0.1364 0.171304
 4.4076 0.177441 0.0904 0.174774 0.1361 0.171823
 4.4126 0.178245 0.0902 0.175452 0.1359 0.172364
 4.4176 0.179086 0.0900 0.176160 0.1356 0.172928
 4.4226 0.179966 0.0898 0.176898 0.1353 0.173515
 4.4276 0.180886 0.0896 0.177670 0.1350 0.174128
 4.4326 0.181849 0.0893 0.178477 0.1347 0.174766
 4.4376 0.182856 0.0891 0.179320 0.1344 0.175433
 4.4426 0.183912 0.0889 0.180202 0.1341 0.176128
 4.4476 0.185018 0.0886 0.181125 0.1338 0.176855
 4.4526 0.186176 0.0884 0.182090 0.1334 0.177613
 4.4576 0.187391 0.0881 0.183101 0.1331 0.178405
 4.4626 0.188665 0.0878 0.184159 0.1327 0.179233
 4.4676 0.190001 0.0875 0.185268 0.1323 0.180099
 4.4726 0.191404 0.0872 0.186431 0.1319 0.181004
 4.4776 0.192877 0.0869 0.187651 0.1315 0.181952
 4.4826 0.194424 0.0866 0.188930 0.1310 0.182943
 4.4876 0.196050 0.0863 0.190273 0.1306 0.183982
 4.4926 0.197759 0.0859 0.191684 0.1301 0.185069
 4.4976 0.199557 0.0856 0.193167 0.1296 0.186209
 4.5026 0.201449 0.0852 0.194725 0.1291 0.187405
 4.5076 0.203440 0.0848 0.196366 0.1286 0.188659
 4.5126 0.205536 0.0844 0.198092 0.1280 0.189975
 4.5176 0.207745 0.0840 0.199911 0.1275 0.191358
 4.5226 0.210073 0.0836 0.201829 0.1269 0.192811
 4.5276 0.212528 0.0831 0.203852 0.1263 0.194340
 4.5326 0.215117 0.0827 0.205987 0.1256 0.195949
 4.5376 0.217849 0.0822 0.208244 0.1249 0.197644
 4.5426 0.220733 0.0817 0.210631 0.1243 0.199432
 4.5476 0.223778 0.0811 0.213156 0.1235 0.201320
 4.5526 0.226995 0.0806 0.215832 0.1228 0.203315
 4.5576 0.230394 0.0800 0.218670 0.1220 0.205428
 4.5626 0.233987 0.0795 0.221681 0.1212 0.207669
 4.5676 0.237785 0.0789 0.224880 0.1204 0.210049
 4.5726 0.241802 0.0782 0.228282 0.1195 0.212582
 4.5776 0.246049 0.0776 0.231902 0.1186 0.215287
 4.5826 0.250541 0.0769 0.235759 0.1176 0.218181
 4.5876 0.255293 0.0762 0.239870 0.1167 0.221286
 4.5926 0.260319 0.0755 0.244256 0.1156 0.224626
 4.5976 0.265634 0.0748 0.248939 0.1146 0.228229
 4.6026 0.271254 0.0740 0.253941 0.1135 0.232129
 4.6076 0.277196 0.0732 0.259286 0.1123 0.236361
 4.6126 0.283476 0.0724 0.264997 0.1111 0.240965
 4.6176 0.290111 0.0716 0.271101 0.1099 0.245984
 4.6226 0.297117 0.0707 0.277622 0.1086 0.251464
 4.6276 0.304510 0.0699 0.284587 0.1073 0.257451
 4.6326 0.312308 0.0690 0.292021 0.1059 0.263995
 4.6376 0.320526 0.0681 0.299947 0.1045 0.271142
 4.6426 0.329180 0.0671 0.308390 0.1031 0.278937
 4.6476 0.338284 0.0662 0.317371 0.1016 0.287421
 4.6526 0.347851 0.0653 0.326910 0.1001 0.296631
 4.6576 0.357894 0.0643 0.337024 0.0986 0.306597
 4.6626 0.368423 0.0634 0.347727 0.0970 0.317344
 4.6676 0.379448 0.0624 0.359031 0.0955 0.328888
 4.6726 0.390976 0.0614 0.370943 0.0939 0.341243
 4.6776 0.403010 0.0605 0.383467 0.0923 0.354406
 4.6826 0.415554 0.0595 0.396602 0.0907 0.368371
 4.6876 0.428607 0.0585 0.410343 0.0892 0.383124
 4.6926 0.442166 0.0576 0.424683 0.0876 0.398641
 4.6976 0.456225 0.0566 0.439607 0.0861 0.414895
 4.7026 0.470775 0.0557 0.455097 0.0846 0.431848
 4.7076 0.485803 0.0548 0.471132 0.0831 0.449460
 4.7126 0.501293 0.0539 0.487685 0.0816 0.467682
 4.7176 0.517227 0.0530 0.504725 0.0802 0.486460
 4.7226 0.533582 0.0522 0.522219 0.0788 0.505739
 4.7276 0.550334 0.0513 0.540129 0.0775 0.525457
 4.7326 0.567454 0.0505 0.558416 0.0762 0.545552
 4.7376 0.584913 0.0497 0.577035 0.0749 0.565959
 4.7426 0.602676 0.0490 0.595944 0.0737 0.586614
 4.7476 0.620711 0.0482 0.615095 0.0726 0.607452
 4.7526 0.638979 0.0475 0.634443 0.0714 0.628412
 4.7576 0.657443 0.0468 0.653940 0.0703 0.649432
 4.7626 0.676066 0.0462 0.673540 0.0693 0.670454
 4.7676 0.694809 0.0455 0.693199 0.0683 0.691426
 4.7726 0.713632 0.0449 0.712872 0.0674 0.712297
 4.7776 0.732500 0.0443 0.732518 0.0664 0.733022
 4.7826 0.751374 0.0437 0.752096 0.0656 0.753559
 4.7876 0.770219 0.0432 0.771572 0.0647 0.773875
 4.7926 0.789003 0.0427 0.790911 0.0639 0.793937
 4.7976 0.807693 0.0422 0.810083 0.0632 0.813720
 4.8026 0.826261 0.0417 0.829062 0.0624 0.833203
 4.8076 0.844680 0.0412 0.847823 0.0617 0.852370
 4.8126 0.862927 0.0408 0.866348 0.0611 0.871209
 4.8176 0.880980 0.0404 0.884621 0.0604 0.889712
 4.8226 0.898821 0.0400 0.902627 0.0598 0.907873
 4.8276 0.916434 0.0396 0.920357 0.0593 0.925694
 4.8326 0.933807 0.0392 0.937804 0.0587 0.943174
 4.8376 0.950929 0.0388 0.954964 0.0582 0.960320
 4.8426 0.967790 0.0385 0.971834 0.0577 0.977137
 4.8476 0.984386 0.0382 0.988413 0.0572 0.993635
 4.8526 1.000709 0.0379 1.004704 0.0567 1.009823
 4.8576 1.016758 0.0376 1.020709 0.0563 1.025711
 4.8626 1.032529 0.0373 1.036430 0.0559 1.041312
 4.8676 1.048020 0.0370 1.051872 0.0554 1.056636
 4.8726 1.063228 0.0367 1.067038 0.0550 1.071695
 4.8776 1.078152 0.0365 1.081931 0.0547 1.086497
 4.8826 1.092788 0.0362 1.096553 0.0543 1.101053
 4.8876 1.107132 0.0360 1.110905 0.0539 1.115369
 4.8926 1.121179 0.0358 1.124986 0.0536 1.129451
 4.8976 1.134921 0.0356 1.138793 0.0533 1.143300
 4.9026 1.148347 0.0354 1.152319 0.0530 1.156915
 4.9076 1.161446 0.0352 1.165555 0.0527 1.170293
 4.9126 1.174201 0.0350 1.178489 0.0524 1.183424
 4.9176 1.186593 0.0348 1.191104 0.0521 1.196296
 4.9226 1.198600 0.0346 1.203380 0.0518 1.208891
 4.9276 1.210194 0.0344 1.215290 0.0516 1.221185
 4.9326 1.221346 0.0343 1.226805 0.0513 1.233151
 4.9376 1.232020 0.0341 1.237889 0.0511 1.244753
 4.9426 1.242177 0.0340 1.248504 0.0509 1.255950
 4.9476 1.251773 0.0338 1.258603 0.0507 1.266695
 4.9526 1.260761 0.0337 1.268136 0.0505 1.276936
 4.9576 1.269089 0.0336 1.277049 0.0503 1.286614
 4.9626 1.276704 0.0335 1.285283 0.0501 1.295663
 4.9676 1.283546 0.0334 1.292774 0.0500 1.304014
 4.9726 1.289555 0.0333 1.299456 0.0499 1.311591
 4.9776 1.294669 0.0333 1.305259 0.0498 1.318317
 4.9826 1.298823 0.0332 1.310113 0.0497 1.324109
 4.9876 1.301955 0.0332 1.313943 0.0496 1.328884
 4.9926 1.304000 0.0331 1.316679 0.0495 1.332558
/* Neutron Beam: z=-13.189 cm
/* Neutron Beam: dz= 9.000 cm
/* Neutron Beam: r= 2.847 cm
/* Filter: z=-0.235 cm
/* Filter: r=1.870 cm (decay volume size: 229.1 cm^3, efficiency: 12.3%)
/* Filter: alpha=17.317 m^-1 (axis), 14.990 m^-1 (off axis)
